business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dream Home Solution | House Painting Services kochi,False Ceiling Contractor,Interior designer,"Interior designer, Interior Decorator",688524,Kerala Circle,Kochi Region,Alleppey Division,"Cherthala HO, Cherthala Cutcherry SO, Kalavamkodam B O",+91 80890 30022,N/A,3.8,,"Dream Home Solution, Naduvath nagar, Arookutty, Alappuzha, Vaduthala, Keralam 688526","Naduvath nagar, Arookutty",9.8438521,76.32460669999999,ChIJ9YQDr1RxCDsRG-QnFg11MsM,https://www.google.com/maps/place/?q=place_id:ChIJ9YQDr1RxCDsRG-QnFg11MsM,part_303,2026-09-20 20:27:00
