business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Chelattu Homeo Clinic; Dr. S. Sarath,Homeopathic Clinic,Homeopath,Homeopath,688527,Kerala Circle,Kochi Region,Alleppey Division,"Thanneermukkom SO, Kannankara BO, Karikkad BO",N/A,N/A,4,1,"J9V9+33R, Unnamed Road, Puthanagadi, Keralam 688555",Puthanagadi,9.6427304,76.3676364,ChIJ5U-tFgl-CDsR12m5TgtyN6U,https://www.google.com/maps/place/?q=place_id:ChIJ5U-tFgl-CDsR12m5TgtyN6U,part_303,2026-09-20 20:28:56
