business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Cafe GRILLD - Shawarma | Al-Faham | Mandhi | Biriyani | Chinease | Shakes,Restaurant Chains,Restaurant,"Restaurant, Barbecue restaurant",690505,Kerala Circle,Kochi Region,Mavelikara Division,"Charumoodu SO, Kannanakuzhy BO, Komallur BO",+91 73568 93940,N/A,4.8,,"near Ottappana Bust stop, Thottappally, Purakkad, Keralam 688561",Thottappally,9.3289867,76.3760003,ChIJYxquewCfCDsRvLUTtGTOXK8,https://www.google.com/maps/place/?q=place_id:ChIJYxquewCfCDsRvLUTtGTOXK8,part_306,2026-09-20 20:37:31
