business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Axiom care - Mobile service | laptop repairing | Used phones | Accessories | Smart gadgets,Computer Sales and Laptop Repair,Mobile phone repair shop,"Mobile phone repair shop, Cell phone accessory store, Cell phone store, Computer accessories store, Computer service, Computer store, Electronics Accessories Wholesaler",689585,Kerala Circle,Trivandrum HQ Region,Tiruvalla Division,"Mallappally West SO, Anikad Mallappally GDS BO, Pariyaram BO",+91 95447 60855,N/A,4.5,,"Odaplackal building, Karukachal Manimala Rd, Karukachal, Keralam 686540",689585,9.502023999999999,76.6408264,ChIJTwr1_t4vBjsRuTmI7m-aH1U,https://www.google.com/maps/place/?q=place_id:ChIJTwr1_t4vBjsRuTmI7m-aH1U,part_304,2026-09-20 21:18:00
