business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Kriztle Bath & Wellness | Bathroom Accessories | Bathroom Cabinet | Accessories for wash basin|Bathroom fittings shower,Sanitaryware and Bathroom Fittings,Bathroom supply store,"Bathroom supply store, Manufacturer",689521,Kerala Circle,Kochi Region,Mavelikara Division,Kozhuvallur SO,+91 99470 53222,https://kriztle.com/,4.5,,"2nd Floor, Anna Maria Complex, PT Usha Rd, Shenoys, Kochi, Ernakulam, Keralam 682011",Shenoys,9.9746594,76.2828605,ChIJD7vzW00NCDsRaaDD8yxcXb4,https://www.google.com/maps/place/?q=place_id:ChIJD7vzW00NCDsRaaDD8yxcXb4,part_304,2026-09-20 21:04:02
