business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
G & P Distributors | Thiruvalla,Granite Dealer,Tile store,Tile store,686548,Kerala Circle,Kochi Region,Changanacherry Division,Nalukody SO,+91 97453 08241,http://gp-distributors.com/,3.3,,"Perumthuruthy, Thiruvalla, SH 1, Ezhinjillam, Kerala 689107",686548,9.4174011,76.54902109999999,ChIJU_-LqCokBjsRBGz0RJY1_Xo,https://www.google.com/maps/place/?q=place_id:ChIJU_-LqCokBjsRBGz0RJY1_Xo,part_301,2026-09-20 20:35:56
