business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Astots Media | Digital Marketing Agency in Kottaym,Social Media Marketing Agencies,Advertising agency,Advertising agency,686521,Kerala Circle,Kochi Region,Changanacherry Division,"Pampady South SO, Poothakuzhy BO",+91 70126 23671,https://www.astotsmedia.com/,5,,"Centerspace Coworking, C-11, Annankunnu Rd, Nagampadam, Kottayam, Keralam 686001",Nagampadam,9.600102399999999,76.52317649999999,ChIJ1zTxPjArBjsRpEVnorAeMQM,https://www.google.com/maps/place/?q=place_id:ChIJ1zTxPjArBjsRpEVnorAeMQM,part_301,2026-09-20 20:19:29
Optimedia Branding Solutions | Digital Marketing Agency,Social Media Marketing Agencies,Marketing agency,"Marketing agency, Advertising agency, Branding agency",686521,Kerala Circle,Kochi Region,Changanacherry Division,"Pampady South SO, Poothakuzhy BO",+91 88484 70770,http://www.optimediadigital.in/,5,58.0,"1st Floor, Pettayil, JJ Complex, Pathanamthitta Road, above More Supermarket, Pandalam, Thumpamon, Keralam 689502",686521,9.2203371,76.7100942,ChIJjXYd9ckRBjsRVbb6S-g3Fuk,https://www.google.com/maps/place/?q=place_id:ChIJjXYd9ckRBjsRVbb6S-g3Fuk,part_301,2026-09-20 20:19:29
