business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
NR Properties-Real Estate||Real estate Agent ||Kochi||Nedumbassery ||Kerala,Commercial Real Estate Brokerages,Real estate agency,Real estate agency,686540,Kerala Circle,Kochi Region,Changanacherry Division,"Karukachal SO, Champakara BO, Chelacompu BO",+91 80783 34928,N/A,4.9,52,"Vadakkumchery Building Nedumbassery P.O, Kaprassery, Keralam 683585",686540,10.141985199999999,76.36265999999999,ChIJbU3GRBEPCDsRI2zJSsU_Mcg,https://www.google.com/maps/place/?q=place_id:ChIJbU3GRBEPCDsRI2zJSsU_Mcg,part_301,2026-09-20 20:28:34
