business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr Karishma AG || ENT CONSULTANT,ENT Clinic,Health consultant,Health consultant,695102,Kerala Circle,Trivandrum HQ Region,Trivandrum North Division,"Alamcode SO, Altharamoodu BO, Nedumparambu BO",+91 90749 86340,N/A,5,8,"Namasivayam, Kallambalam, Keralam 695605",Namasivayam,8.7612195,76.7854425,ChIJ84wIOQXpBTsRNbIfhcjJrDQ,https://www.google.com/maps/place/?q=place_id:ChIJ84wIOQXpBTsRNbIfhcjJrDQ,part_310,2026-09-20 20:34:46
