business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Whitespace Creatives | Best Advertising, Website Designing & Digital Marketing Agency in Changanacherry, Kottayam",Local SEO Agencies,Advertising agency,"Advertising agency, Branding agency, Design agency, Design institute, Graphic designer, Marketing consultant, Media house, Website designer",686608,Kerala Circle,Kochi Region,Kottayam Division,"Kulasekharamangalam SO, Chempu BO, Enadi BO",+91 99959 20001,http://www.whitespacecreatives.com/,4.9,17.0,"1st Floor, Aysha's Arcade, B-04, Perunna, Changanassery, Keralam 686102",Perunna,9.442091999999999,76.5454053,ChIJVVVVlXQmBjsRAQub2yAer44,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlXQmBjsRAQub2yAer44,part_302,2026-09-20 20:20:33
"Drodot Media | Best & Top Website, SEO, Social Media, Digital Marketing Agency & Company in Kerala, India",Local SEO Agencies,Advertising agency,"Advertising agency, Computer support and services, Software company, Web hosting company, Website designer",686608,Kerala Circle,Kochi Region,Kottayam Division,"Kulasekharamangalam SO, Chempu BO, Enadi BO",+91 79078 46519,https://drodot.com/,4.6,,"Middle Hill, Down Hill, Malappuram, Keralam 676505","Middle Hill, Down Hill",11.0450126,76.0770826,ChIJm1czykdLpjsRwvE04M9QoOk,https://www.google.com/maps/place/?q=place_id:ChIJm1czykdLpjsRwvE04M9QoOk,part_302,2026-09-20 20:20:34
