business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
NIRA INFRATECH Business Management |Company Registration|GST Consultants Kochi |GeM e-Tender &Registration| Accounts Training,Company Registration Consultant,Tax consultant,"Tax consultant, Accounting firm, Accounting school, Business management consultant",686664,Kerala Circle,Kochi Region,Alwaye Division,"Piravom SO, Kakkad BO, Kalampoor BO",+91 95670 27654,N/A,4.8,4,"Civil Line Rd, Padivattom, Edappally, Kochi, Ernakulam, Keralam 682024","Padivattom, Edappally",10.0083045,76.3160731,ChIJbXzcSbMNCDsRE5SR4MwHRgQ,https://www.google.com/maps/place/?q=place_id:ChIJbXzcSbMNCDsRE5SR4MwHRgQ,part_302,2026-09-20 20:33:56
