business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Deepcare Cleaning Service | cleaning service | deep cleaning service |Thodupuzha |House cleaning,Housekeeping Services,House cleaning service,"House cleaning service, Cleaning Services",686667,Kerala Circle,Kochi Region,Alwaye Division,"Pampakuda SO, Anchelpetty BO, Mannathur BO",+91 94002 68672,https://www.deepcareclean.com/,4.8,99,"Suit 1, Floor1, Moolekkarayil complex, vengallore kolani bye pass, Thodupuzha, Keralam 685608",686667,9.8917041,76.6975796,ChIJGT2Y2dbFBzsRlukF85ui_sE,https://www.google.com/maps/place/?q=place_id:ChIJGT2Y2dbFBzsRlukF85ui_sE,part_302,2026-09-20 20:35:49
