business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr. Ruchi Dubey |SanSar Child Clinic & Vaccination Centre| Pediatrician Greater Noida West | Child Specialist Noida Extension,Pediatrician and Child Clinic,Pediatrician,"Pediatrician, Allergist, Pediatric clinic",689621,Kerala Circle,Trivandrum HQ Region,Tiruvalla Division,"Niranam SO, Kadapra Mannar BO, Kizhakkumbhagom BO",+91 87007 71213,N/A,4.8,762,"Shop No. F-07, First Floor, Sky Plaza, Sector 16B Rd, Bhangel, Greater Noida, Ghaziabad, Uttar Pradesh 201318",Bhangel,28.606020599999997,77.4485804,ChIJsWNON17vDDkR9ENUv2nTNu4,https://www.google.com/maps/place/?q=place_id:ChIJsWNON17vDDkR9ENUv2nTNu4,part_305,2026-09-20 20:29:07
