business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
School of Basics,School,Educational institution,Educational institution,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,https://www.schoolofbasics.org/,5.0,,"near Elemecs Multispeciality Hospital, P O, Kareelakulangara, Kayamkulam, Kerala 690572",P O,9.203598399999999,76.483019,ChIJs420YOQfBjsRKsXViWISnsU,https://www.google.com/maps/place/?q=place_id:ChIJs420YOQfBjsRKsXViWISnsU,part_307,2026-09-20 20:19:58
Buddha Education Centre Central School,School,CBSE School,CBSE School,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",+91 93870 92376,http://www.buddhacentralschool.in/,,,"Sanskrit School Junction, Danapady - Kayamkulam Rd, Muthukulam, Keralam 690506",690531,9.2184513,76.4618869,ChIJ4_F1Sx8eBjsRsYxpKW9L4WQ,https://www.google.com/maps/place/?q=place_id:ChIJ4_F1Sx8eBjsRsYxpKW9L4WQ,part_307,2026-09-20 20:19:58
Anganwadi,School,Preschool,Preschool,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,5.0,,"Anganwadi, 5th ward, Muthukulam south, Keralam 690531",690531,9.2089628,76.4680214,ChIJSTyGgoUfBjsRgUTr4FiPjmc,https://www.google.com/maps/place/?q=place_id:ChIJSTyGgoUfBjsRgUTr4FiPjmc,part_307,2026-09-20 20:19:58
Cheppad Aganawadi no 62,School,Preschool,Preschool,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,5.0,,"6FH9+R43, Keralam 690506",690531,9.2293512,76.467748,ChIJld78HZcfBjsRR1vDtrWTbnI,https://www.google.com/maps/place/?q=place_id:ChIJld78HZcfBjsRR1vDtrWTbnI,part_307,2026-09-20 20:19:58
Carmel International School,School,General education school,General education school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",+91 477 228 8548,http://www.cins.edu.in/,,,"C8PR+QV3, Punnapra, Alappuzha, Keralam 688004",Punnapra,9.4368886,76.3421738,ChIJ1aHyykCbCDsRkqEa2KlFxz4,https://www.google.com/maps/place/?q=place_id:ChIJ1aHyykCbCDsRkqEa2KlFxz4,part_307,2026-09-20 20:19:58
Nakkolackal Enterprise / St Gregorios School,School,General education school,General education school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,,,"6FQ9+CRM, Cheppad-Vandikappally Rd, Cheppad, Keralam 690507",690531,9.238575599999999,76.4695335,ChIJSb-7XjIeBjsRBxLddf_Ioqk,https://www.google.com/maps/place/?q=place_id:ChIJSb-7XjIeBjsRBxLddf_Ioqk,part_307,2026-09-20 20:19:58
Samajam Higher Secondary School,School,High school,High school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,,,"6F76+CJC, Muthukulam, Keralam 690506",690531,9.2135561,76.461508,ChIJe5i-kUYfBjsRHrCmcg2qCoA,https://www.google.com/maps/place/?q=place_id:ChIJe5i-kUYfBjsRHrCmcg2qCoA,part_307,2026-09-20 20:19:58
St Michael's Higher Secondary School,School,Educational institution,Educational institution,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,4.3,,"G84V+CPM, Thathampally, Alappuzha, Keralam 688013",Thathampally,9.5060945,76.34428199999999,ChIJ0RgTRmaECDsRizs3MXGTsfM,https://www.google.com/maps/place/?q=place_id:ChIJ0RgTRmaECDsRizs3MXGTsfM,part_307,2026-09-20 20:19:58
Thunethu School,School,General education school,General education school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,,,"6F2J+6RQ, Pathiyoor West, Kareelakulangara, Keerikkad, Keralam 690535",Pathiyoor West,9.200584,76.482117,ChIJre8CCXUeBjsRdys4i6Gp2K4,https://www.google.com/maps/place/?q=place_id:ChIJre8CCXUeBjsRdys4i6Gp2K4,part_307,2026-09-20 20:19:58
K V Sanskrit Higher Secondary School Muthukulam,School,Secondary school,Secondary school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",+91 479 247 2134,N/A,,,"6F86+XF6, Danapady - Kayamkulam Rd, Muthukulam, Haripad, Keralam 690506",690531,9.2174081,76.4611406,ChIJxZd9Ix8eBjsRPAt1tGYirbc,https://www.google.com/maps/place/?q=place_id:ChIJxZd9Ix8eBjsRPAt1tGYirbc,part_307,2026-09-20 20:19:58
Tabitha Play School,School,Preschool,Preschool,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,4.5,,"6FQF+R54, Cheppad, Keralam 690507",690531,9.2395231,76.4729476,ChIJk3R6cDMeBjsRXLwAzdNsruA,https://www.google.com/maps/place/?q=place_id:ChIJk3R6cDMeBjsRXLwAzdNsruA,part_307,2026-09-20 20:19:58
M G M L P School Karuvattumkuzhy 36447,School,Primary school,Primary school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",N/A,N/A,,,"6F3F+2C3, Keerikkad, Keralam 690535",690531,9.2025163,76.4735331,ChIJ992y6BAfBjsRC1mJJhEprcM,https://www.google.com/maps/place/?q=place_id:ChIJ992y6BAfBjsRC1mJJhEprcM,part_307,2026-09-20 20:19:58
Ramapuram L P School,School,Primary school,Primary school,690531,Kerala Circle,Kochi Region,Mavelikara Division,"Puthiyavila SO, Pattolimarket BO",+91 94466 93967,N/A,,,"6FCH+M46, Keralam 690508",690531,9.2216697,76.4777794,ChIJN3anvz8eBjsRJRL-R2arHY0,https://www.google.com/maps/place/?q=place_id:ChIJN3anvz8eBjsRJRL-R2arHY0,part_307,2026-09-20 20:19:58
