business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"CRAZY WORLD, KAMAL STUDIO TOWER,Since; 1963 , Kollam.",Photographers,Photography studio,"Photography studio, Digital printing service, Graphic designer, Photography service",691021,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Pattathanam SO, Ayathil BO",+91 96338 28181,N/A,5,3,"Crazy World Stories - KAMAL STUDIO, near Police Commissioner Office, Mundakkal Village, Kollam, Keralam 691001",Mundakkal Village,8.8796656,76.5963818,ChIJkf5USPX8BTsRBGWbUihzUoQ,https://www.google.com/maps/place/?q=place_id:ChIJkf5USPX8BTsRBGWbUihzUoQ,part_307,2026-09-20 20:43:27
