business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Pittappillil Agencies | Thiruvalla,AC Fridge and Washing Machine Repair,Appliance store,Appliance store,691524,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Elamannur SO, Marur BO, MangaduElamannur BO",+91 86069 67116,https://pittappillilonline.com/,4,957,"Kollam - Theni Hwy, Perumthuruthy, Thiruvalla, Keralam 689107",691524,9.4068462,76.5596966,ChIJN4xMTiUkBjsRTjBaMjbBXSo,https://www.google.com/maps/place/?q=place_id:ChIJN4xMTiUkBjsRTjBaMjbBXSo,part_308,2026-09-20 20:43:24
