business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Aura Fair & Fab | Family Makeover Studio,Bridal Makeup Artist,Make-up artist,"Make-up artist, Barber shop, Facial spa, Beauty Parlour, Hairdresser",691510,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Oyur SO, Chenkulam BO, Meeyana BO",+91 99610 08011,https://www.instagram.com/aurafairandfab?igsh=djM1N2lpYnU2ZjVw,4.9,8,"Ambalamkunnu, Keralam 691537",691510,8.901187,76.7925291,ChIJgcut_DXhBTsR2c0Wu60D0pM,https://www.google.com/maps/place/?q=place_id:ChIJgcut_DXhBTsR2c0Wu60D0pM,part_308,2026-09-20 20:36:44
