business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
EverGreen Crops | Pesticides | Seeds| Fertilizer Products,Fertilizer and Pesticide Dealer,Farm equipment supplier,Farm equipment supplier,691520,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Cheppara SO, Ummannur BO, Valiyode BO",+91 99603 86038,http://www.evergreencrops.in/,4.9,14,"Plot No. 4, House No. 2164, Daga Layout, Khadgaon Rd, Wadi, Maharashtra 440023",Wadi,21.1571593,79.0010958,ChIJjVVKMqTr1DsRdkJvuZxq2U0,https://www.google.com/maps/place/?q=place_id:ChIJjVVKMqTr1DsRdkJvuZxq2U0,part_308,2026-09-20 20:40:48
