business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Calgary Trivandrum Auto Detailing | Ceramic Coating | Graphene | PPF | Interior Cleaning | Car & Bike,Car Wash and Auto Detailing,Auto body shop,Auto body shop,695011,Kerala Circle,Trivandrum HQ Region,Trivandrum North Division,"Thiruvananthapuram  Medical College SO, Thuruvikkal BO, Cheruvikkal BO",+91 73566 03304,http://www.calgaryindia.in/,5,,"GWF7+3GM, Prasanth Nagar, Pulayanarkotta, Thiruvananthapuram, Keralam 695011","Prasanth Nagar, Pulayanarkotta",8.5228798,76.91375529999999,ChIJoazAKQC9BTsRsYtmfDUUt1Y,https://www.google.com/maps/place/?q=place_id:ChIJoazAKQC9BTsRsYtmfDUUt1Y,part_309,2026-09-20 20:44:25
