business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Be Grip Enterprises,Corrugated Box and Packaging Material Manufacturers,Packaging supply store,Packaging supply store,695002,Kerala Circle,Trivandrum HQ Region,Trivandrum South Division,"Karamana SO, Karumom BO",+91 98460 15147,N/A,5,,"T.C.55/135;""sudersan, KRA-76, Kuttikadu Ln, Kaimanam, Pappanamcode, Thiruvananthapuram, Keralam 695018","Kaimanam, Pappanamcode",8.4744089,76.97781429999999,ChIJlddXtae7BTsRB_DUX0-dLzc,https://www.google.com/maps/place/?q=place_id:ChIJlddXtae7BTsRB_DUX0-dLzc,part_309,2026-09-20 20:38:23
