business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Rajesh S | Digital Marketing | SEO Expert | PPC Advertising | Social Media | Freelancer,SEO Consultants,Internet marketing service,"Internet marketing service, Marketing consultant",695002,Kerala Circle,Trivandrum HQ Region,Trivandrum South Division,"Karamana SO, Karumom BO",N/A,https://www.linkedin.com/in/rajeshsdigital/,5,,"Plavaravilakathu Veedu, Vizhavoor Rd, P.O, Malayam, Keralam 695032",P.O,8.4835672,77.0086415,ChIJN0VftqS7BTsR_HTbJ0utyVI,https://www.google.com/maps/place/?q=place_id:ChIJN0VftqS7BTsR_HTbJ0utyVI,part_309,2026-09-20 20:38:26
